BE Number,BE Date,HSN CODE,Product Description,IEC,Indian Company,ADDRESS1,CITY,Pin Code,Indian Port,MODE,Foreign Company,Supplier_Address,Shipment_Port_Code,Shipment_Port,Foreign Country,Quantity,UQC,Invoice_Unit_Price_FOREIGN CURRENCY,Total assess value in Foreign currency,INVOICE_CURRENCY,Unit_Price in INR,Amount (INR),Total_Duty_Paid,CHA_Number,CHA_Name,BE_Type
7877543,3/15/2022,29336910,CYANURIC CHLORIDE,0813009022,J.D.CHEM INDUSTRIES,"22/1 , PHASE- II ,GIDC , VATVA ,  AHMEDABAD","AHMEDABAD , GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,"DALIAN CHEM IMP & EXP. GROUP CO.,LT",NA,NA,NA,CHINA,0,MT,4600,782,USD,"362,362","61,602","17,085",NA,NA,House Consumption
7870294,3/15/2022,29336990,CYANURIC CHLORIDE,0888005733,SHIVANAND POLYMERS,"C-1, 4313, PHASE - IV  G.I.D.C, VATVA",AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD,NA,NA,NA,CHINA,"4,347",KGS,4.75,"20,648",USD,364,"1,582,688","320,257",NA,NA,House Consumption
7867352,3/15/2022,29336990,CYANURIC CHLORIDE,0803002670,ANIL ORGANICS,"604/605 BALAJI HEIGHTS BESIDE IDBI  ,BANK NEAR TANISHQ SHOW ROOMS,","C G ROAD AHMEDABAD,GUJARAT",380006,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT. LTD.,NA,NA,NA,CHINA,"15,000",KGS,4.8,"72,000",USD,368,"5,518,800","1,116,729",NA,NA,House Consumption
7867921,3/15/2022,29336990,CYANURIC CHLORIDE,0804014001,ANJANI DYES AND INTERMEDIATES PVT. LTD.,"301 SACHET-1,BH CITY CENTRE,SWASTI  K CROSS ROAD NAVRANGPURA","AHMEDABAD,GUJARAT",380009,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT. LTD.,NA,NA,NA,CHINA,"15,000",KGS,4.8,"72,000",USD,368,"5,518,800","1,116,729",NA,NA,House Consumption
7875365,3/15/2022,29336990,CYANURIC CHLORIDE,0807006211,D. K. DYES & CHEMICALS,"OFFICE # 608 SHIROMANI COMPLEX  NR.NEHRU NAGAR, SATTELITE",AHMEDABAD,380015,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD.,NA,NA,NA,CHINA,"15,000",KGS,4.75,"71,250",USD,364,"5,461,313","1,514,695",NA,NA,House Consumption
7870294,3/15/2022,29336990,CYANURIC CHLORIDE,0888005733,SHIVANAND POLYMERS,"C-1, 4313, PHASE - IV  G.I.D.C, VATVA",AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD,NA,NA,NA,CHINA,"10,653",KGS,4.75,"50,602",USD,364,"3,878,624","784,840",NA,NA,House Consumption
7883435,3/16/2022,29336990,CYANURIC CHLORIDE,0888026056,NICHEM INDUSTRIES,"C 1 265 PHASE II,G I D C VATVA","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD (RAKFTZ BRANCE),NA,NA,NA,CHINA,"4,674",KGS,4.8,"22,436",USD,368,"1,719,732","347,988",NA,NA,House Consumption
7883161,3/16/2022,29336990,CYANURIC CHLORIDE,0813020727,JINENDRA ENTERPRISE PRIVATE LIMITED,"A/504, B. G. TOWERS,  OUTSIDE DELHI GATE, SHAHIBAUG,","AHMEDABAD, GUJARAT",380004,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD (RAKFTZ BRANCH),NA,NA,NA,CHINA,"15,000",KGS,4.505,"67,575",USD,345,"5,179,624","1,048,097",NA,NA,House Consumption
7884833,3/16/2022,29336990,CYANURIC CHLORIDE,0803005989,SHRI HARI DYES AND CHEMICALS,"PLOT NO 439 1 417 PHASE II NR,TAPS  HEEL ENTERPRISE GIDC","VATVA AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD. (RAKFTZ BRANCH).,NA,NA,NA,CHINA,"15,000",KGS,4.8,"72,000",USD,368,"5,518,800","1,116,729",NA,NA,House Consumption
7884986,3/16/2022,29336990,CYANURIC CHLORIDE,0895007550,SHAH INDUSTRIES,"C-1/269 TO C-1/271 C-1/273 C-1/257  ,& C-1/258 PHASE I GIDC NARODA","AHMEDABAD,GUJARAT",382330,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD (RAKFTZ BRANCH),NA,NA,NA,CHINA,"15,000",KGS,4.7,"70,500",USD,360,"5,403,825","1,093,464",NA,NA,House Consumption
7885987,3/16/2022,29336990,CYANURIC CHLORIDE,0804006881,BALAJI INDUSTRIES,"PLOT NO I/5632-33, G.I.D.C., VATVA  ,,PHASE-2,","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD(RAKFTZ BRANCH),NA,NA,NA,CHINA,"9,767",KGS,4.8,"46,882",USD,368,"3,593,475","996,650",NA,NA,House Consumption
7885987,3/16/2022,29336990,CYANURIC CHLORIDE,0804006881,BALAJI INDUSTRIES,"PLOT NO I/5632-33, G.I.D.C., VATVA  ,,PHASE-2,","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD(RAKFTZ BRANCH),NA,NA,NA,CHINA,"5,233",KGS,4.8,"25,118",USD,368,"1,925,325","389,590",NA,NA,House Consumption
7886909,3/16/2022,29336990,CYANURIC CHLORIDE,0803011202,SUDEEP INDUSTRIES,"87/B, GIDC ESTATE, AMBICA NAGAR,RO  AD, ODHAV,","AHMEDABAD GUJARAT INDIA,GUJARAT",382415,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD(RAKFTZ BRANCH),NA,NA,NA,CHINA,"10,000",KGS,4.8,"48,000",USD,368,"3,679,200",0,NA,NA,House Consumption
7886909,3/16/2022,29336990,CYANURIC CHLORIDE,0803011202,SUDEEP INDUSTRIES,"87/B, GIDC ESTATE, AMBICA NAGAR,RO  AD, ODHAV,","AHMEDABAD GUJARAT INDIA,GUJARAT",382415,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD(RAKFTZ BRANCH),NA,NA,NA,CHINA,"5,000",KGS,4.8,"24,000",USD,368,"1,839,600","510,213",NA,NA,House Consumption
7888985,3/16/2022,29336990,CYANURIC CHLORIDE,0895006367,EVERGREEN INDUSTRIES,"C-1B, 90/14, 90/13.  PHASE-I GIDC E  B/H BANK OF INDIA VATVA,",AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD (RAKFTZ BRANCH),NA,NA,NA,CHINA,"6,000",KGS,4.35,"26,100",USD,333,"2,000,565",0,NA,NA,House Consumption
7889496,3/16/2022,29336990,CYANURIC CHLORIDE,AABCA2919G,HINDPRAKASH CHEMICALS PRIVATE LIMITED,"101 HINDPRAKASH HOUSE PLOT 10-6,VA  TVA AHMEDABAD 382445","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,DALIAN CHEM IMP & EXP GROUP CO. LTD.,NA,NA,NA,CHINA,"15,000",KGS,4.26,"63,900",USD,327,"4,897,935","991,097",NA,NA,House Consumption
7892864,3/16/2022,29336990,CYANURIC CHLORIDE,AABCA2919G,HINDPRAKASH CHEMICALS PRIVATE LIMITED,"101 HINDPRAKASH HOUSE PLOT 10-6,VA  TVA AHMEDABAD 382445","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,DALIAN CHEM IMP & EXP GROUP CO. LTD.,NA,NA,NA,CHINA,"15,000",KGS,4.335,"65,025",USD,332,"4,984,166","1,008,546",NA,NA,House Consumption
7892960,3/16/2022,29336990,CYANURIC CHLORIDE,AABCA2919G,HINDPRAKASH CHEMICALS PRIVATE LIMITED,"101 HINDPRAKASH HOUSE PLOT 10-6,VA  TVA AHMEDABAD 382445","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,DALIAN CHEM IMP & EXP GROUP CO. LTD.,NA,NA,NA,CHINA,"15,000",KGS,4.335,"65,025",USD,332,"4,984,166","1,008,546",NA,NA,House Consumption
7883435,3/16/2022,29336990,CYANURIC CHLORIDE,0888026056,NICHEM INDUSTRIES,"C 1 265 PHASE II,G I D C VATVA","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD (RAKFTZ BRANCE),NA,NA,NA,CHINA,"10,326",KGS,4.8,"49,564",USD,368,"3,799,068","1,053,672",NA,NA,House Consumption
7888985,3/16/2022,29336990,CYANURIC CHLORIDE,0895006367,EVERGREEN INDUSTRIES,"C-1B, 90/14, 90/13.  PHASE-I GIDC E  B/H BANK OF INDIA VATVA,",AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD (RAKFTZ BRANCH),NA,NA,NA,CHINA,"10,098",KGS,4.35,"43,926",USD,333,"3,366,951","681,303",NA,NA,House Consumption
7888985,3/16/2022,29336990,CYANURIC CHLORIDE,0895006367,EVERGREEN INDUSTRIES,"C-1B, 90/14, 90/13.  PHASE-I GIDC E  B/H BANK OF INDIA VATVA,",AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD (RAKFTZ BRANCH),NA,NA,NA,CHINA,"1,902",KGS,4.35,"8,274",USD,333,"634,179",0,NA,NA,House Consumption
7883427,3/16/2022,29336990,CYANURIC CHLORIDE,0816921687,DEV COLOURS,"PLOT NO C1 412/4,VATVA GIDC OPP BH  AGWATI RUBBER","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,DALIAN CHEM IMP. & EXP. GROUP CO.LTD.,NA,NA,NA,CHINA,"15,000",KGS,4.7,"70,500",USD,367,"5,511,902","1,528,726",NA,NA,House Consumption
7883432,3/16/2022,29336990,CYANURIC CHLORIDE,AAHFB8246N,BANSARI INDUSTRIES,"PLOT 65/1/B PHASE II,GIDC VATVA AH  MEDABAD","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,DALIAN CHEM IMP. & EXP. GROUP CO.LTD.,NA,NA,NA,CHINA,"7,500",KGS,4.7,"35,250",USD,367,"2,755,951","764,363",NA,NA,House Consumption
7884836,3/16/2022,29336990,CYANURIC CHLORIDE,0800001354,JAGSON COLORCHEM LIMITED,5601-4  PHASE - II  GIDC VATVA Contact No: 919712144400,AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,DALIAN CHEM IMP. & EXP. GROUP CO.LTD.,NA,NA,NA,CHINA,"7,500",KGS,4.7,"35,250",USD,367,"2,755,951",0,NA,NA,House Consumption
7893821,3/16/2022,29336990,CYANURIC CHLORIDE,0897008081,NEMICHEM INDUSTRIES,"501 ABHISHREE ADROIT,MANSI CIRCLE  VASTRAPUR","AHMADABAD,GUJARAT",380015,AHEMDABAD ICD (INSBI6),ICD,"DALIAN CHEM IMP. & EXP. GROUP CO., LTD.",NA,NA,NA,CHINA,"7,500",KGS,4.6,"34,500",USD,360,"2,697,314","525,572",NA,NA,House Consumption
7884019,3/16/2022,29336990,CYANURIC CHLORIDE.,0301070075,INNOVASSYNTH TECHNOLOGIES (INDIA ) LIMITED,"OLD MUMBAI PUNE HIGHWAY, KHOPOLI,,  DIST. RAIGAD","KHOPOLI,MAHARASHTRA",410203,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI CHENGXIN CO., LTD",NA,NA,NA,CHINA,"16,000",KGS,4,"64,000",USD,307,"4,905,600",0,NA,NA,House Consumption
7907023,3/17/2022,29336990,CYANURIC CHLORIDE,0393042065,SHREE PUSHKAR CHEMICALS AND FERTILISERS LTD,"301/302 ATLANTA CENTER,SONAWALA LA  NE GOREGOAN EAST","MUMBAI,MAHARASHTRA",400063,NHAVA SHEVA SEA (INNSA1),SEA,"HINDPRAKASH TRADELINK PVT.LTD.,(RAK",NA,NA,NA,CHINA,"15,000",KGS,4.55,"68,250",USD,349,"5,231,363","1,058,566",NA,NA,House Consumption
7898750,3/17/2022,29336990,CYANURIC CHLORIDE,0388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,NHAVA SHEVA SEA (INNSA1),SEA,YNNOVATE SANZHENG (YINGKOU) FINE CHEMICAL CO.LTD,NA,NA,NA,CHINA,54,MT,4100,"221,400",USD,"314,265","16,970,310","3,433,942",NA,NA,House Consumption
7930277,3/19/2022,29336990,CYANURIC CHLORIDE (BATCH NO. 20220220),0399038345,COLORBAND DYESTUFF PRIVATE LIMITED,"7/7,TARDEO A/C MARKET BUILDING,TAR  DEO MAIN ROAD, TARDEO,","MUMBAI,MAHARASHTRA",400034,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO.,LTD",NA,NA,NA,CHINA,"15,000",KGS,4.3,"64,500",USD,331,"4,960,050","1,375,670",NA,NA,House Consumption
7946705,3/21/2022,29336910,CYANURIC CHLORIDE,0393062228,SHREE CHAKRA ORGANICS PRIVATE LIMITED,"A/7, VIRAL APARTMENTS,  50, S.V. ROAD, ANDHERI (W)","MUMBAI         ,MAHARASHTRA",400058,NHAVA SHEVA SEA (INNSA1),SEA,M/S. HINDPRAKASH TRADELINK PVT.LTD.,NA,NA,NA,CHINA,"15,000",KGS,4.55,"68,250",USD,350,"5,248,425","1,455,651",NA,NA,House Consumption
7951541,3/21/2022,29336990,CYANURIC CHLORIDE,0891015396,ORNET INTERMEDIATES PRIVATE LIMITED,"63/64/65/1/C D E  PHASE II,GIDC VA  TVA INDUSTRIAL ESTATE","VATVA,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,DALIAN CHEM IMP. & EXP. GROUP CO. LTD,NA,NA,NA,CHINA,"18,000",KGS,4.35,"78,300",USD,341,"6,141,695","1,242,772",NA,NA,House Consumption
7940684,3/21/2022,29336910,CYANURIC CHLORIDE QUAL F,0388026049,ESKAY DYESTUFFS AND ORGANIC CHEMICALS PVT LTD,"2ND FLOOR, 22D WADIA BUILDINGS,  S A BRELVI ROAD, FORT,",MUMBAI,400001,NHAVA SHEVA SEA (INNSA1),SEA,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,1.39,"20,850",USD,109,"1,635,432","330,930",NA,NA,House Consumption
7963026,3/22/2022,29336990,CYANURIC CHLORIDE 99.5% MIN.,0803002670,ANIL ORGANICS,"604/605 BALAJI HEIGHTS BESIDE IDBI  ,BANK NEAR TANISHQ SHOW ROOMS,","C G ROAD AHMEDABAD,GUJARAT",380006,AHEMDABAD ICD (INSBI6),ICD,"YNNOVATE SANZHENG (YINGKOU) FINE CHEMICALS CO.,LTD",NA,NA,NA,CHINA,"15,000",KGS,4.475,"67,125",USD,344,"5,161,913","1,044,513",NA,NA,House Consumption
7964511,3/22/2022,29336910,ISOCYANURIC ACID (ICA),0388084537,SUNSHIELD CHEMICALS LIMITED,"EQUINOX BUSINESS PARK, TOWER-4,  9TH FLOOR, UNIT NO. 903, LBS MARG.",KURLA WEST,400070,NHAVA SHEVA SEA (INNSA1),SEA,SOJITZ CORPORATION,NA,NA,NA,JAPAN,"20,000",KGS,1.25,"25,000",USD,95,"1,897,500","341,550",NA,NA,X-Bond Shipment
7969860,3/22/2022,29336910,ISOCYANURIC ACID (ICA),0388084537,SUNSHIELD CHEMICALS LIMITED,"EQUINOX BUSINESS PARK, TOWER-4,  9TH FLOOR, UNIT NO. 903, LBS MARG.",KURLA WEST,400070,NHAVA SHEVA SEA (INNSA1),SEA,SOJITZ CORPORATION,NA,NA,NA,JAPAN,"20,000",KGS,1.25,"25,000",USD,95,"1,897,500","341,550",NA,NA,X-Bond Shipment
7969863,3/22/2022,29336910,ISOCYANURIC ACID (ICA),0388084537,SUNSHIELD CHEMICALS LIMITED,"EQUINOX BUSINESS PARK, TOWER-4,  9TH FLOOR, UNIT NO. 903, LBS MARG.",KURLA WEST,400070,NHAVA SHEVA SEA (INNSA1),SEA,SOJITZ CORPORATION,NA,NA,NA,JAPAN,"20,000",KGS,1.25,"25,000",USD,95,"1,897,500","341,550",NA,NA,X-Bond Shipment
7970084,3/22/2022,29336910,ISOCYANURIC ACID (ICA),0388084537,SUNSHIELD CHEMICALS LIMITED,"EQUINOX BUSINESS PARK, TOWER-4,  9TH FLOOR, UNIT NO. 903, LBS MARG.",KURLA WEST,400070,NHAVA SHEVA SEA (INNSA1),SEA,SOJITZ CORPORATION,NA,NA,NA,JAPAN,"20,000",KGS,1.25,"25,000",USD,95,"1,897,500","341,550",NA,NA,X-Bond Shipment
7970163,3/22/2022,29336910,ISOCYANURIC ACID (ICA),0388084537,SUNSHIELD CHEMICALS LIMITED,"EQUINOX BUSINESS PARK, TOWER-4,  9TH FLOOR, UNIT NO. 903, LBS MARG.",KURLA WEST,400070,NHAVA SHEVA SEA (INNSA1),SEA,SOJITZ CORPORATION,NA,NA,NA,JAPAN,"20,000",KGS,1.25,"25,000",USD,95,"1,897,500","341,550",NA,NA,X-Bond Shipment
7972536,3/23/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN,0815908156,MEGHMANI DYES AND INTERMEDIATES LLP,"PLOT NO 96 97 98 99 100A 102 103,P  HASE II GIDC IND ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"35,000",KGS,4.2,"147,000",USD,323,"11,304,300","3,135,248",NA,NA,Warehouse Shipment
7972537,3/23/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN,0815908156,MEGHMANI DYES AND INTERMEDIATES LLP,"PLOT NO 96 97 98 99 100A 102 103,P  HASE II GIDC IND ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"35,000",KGS,4.2,"147,000",USD,323,"11,304,300","3,135,248",NA,NA,Warehouse Shipment
7972783,3/23/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN,0815908156,MEGHMANI DYES AND INTERMEDIATES LLP,"PLOT NO 96 97 98 99 100A 102 103,P  HASE II GIDC IND ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"36,000",KGS,4.2,"151,200",USD,323,"11,627,280","3,224,826",NA,NA,Warehouse Shipment
7974177,3/23/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN,0893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"40,000",KGS,4.2,"168,000",USD,323,"12,919,200","3,583,140",NA,NA,Warehouse Shipment
7974710,3/23/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN,0893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"40,000",KGS,4.2,"168,000",USD,323,"12,919,200","3,583,140",NA,NA,Warehouse Shipment
7982845,3/23/2022,29336990,CYANURIC CHLORIDE,AABCA2919G,HINDPRAKASH CHEMICALS PRIVATE LIMITED,"101 HINDPRAKASH HOUSE PLOT 10-6,VA  TVA AHMEDABAD 382445","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,DALIAN CHEM IMP & EXP GROUP CO. LTD.,NA,NA,NA,CHINA,"18,000",KGS,4.155,"74,790",USD,320,"5,751,351","1,595,137",NA,NA,House Consumption
7973042,3/23/2022,29336990,CYANURIC CHLORIDE,0388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,NHAVA SHEVA SEA (INNSA1),SEA,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,20,MT,1390,"27,800",USD,"142,200","2,844,000","575,483",NA,NA,House Consumption
7978159,3/23/2022,29336990,CYANURIC CHLORIDE,0388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,NHAVA SHEVA SEA (INNSA1),SEA,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,15,MT,1390,"20,850",USD,"141,560","2,123,400","429,670",NA,NA,House Consumption
7989677,3/24/2022,29336910,CYANURIC CHLORIDE,0393062210,ASTIK DYESTUFF PRIVATE LIMITED,"A-8,   VIRAL APARTMENTS,,50 S.V.RO  AD, ANDHERI WEST","MUMBAI,MAHARASHTRA",400058,NHAVA SHEVA SEA (INNSA1),SEA,M/S. HEBEI SHANLI CHEMICAL CO.LTD.,NA,NA,NA,CHINA,"15,000",KGS,4.45,"66,750",USD,349,"5,235,737","1,059,451",NA,NA,House Consumption
7989905,3/24/2022,29336990,CYANURIC CHLORIDE,3499002621,GULBRANDSEN CHEMICALS PRIVATE LIMITED,"ON COASTAL HIGHWAY  VILL.MUJPUR, TAL. PADRA, Contact No",DIST VADODARA,391440,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI CHENGXIN CO.,LTD.",NA,NA,NA,CHINA,11,MT,5100,"57,375",USD,"392,190","4,412,138","859,705",NA,NA,House Consumption
8009811,3/25/2022,29336910,CYANURIC CHLORIDE 99.5PCNT MIN,0395029007,EMCO DYESTUFF PRIVATE LIMITED,"304 WESTERN EDGE 1WESTERN EXPRESS,  HIGHWAY ABOVE METRO WHOLE SALE","BORIVALI E MUMBAI M S,MAHARASHTRA",400066,NHAVA SHEVA SEA (INNSA1),SEA,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,15,MT,4350,"65,250",USD,"334,515","5,017,725","1,015,337",NA,NA,House Consumption
8005285,3/25/2022,29336990,CYANURIC CHLORIDE.,0301070075,INNOVASSYNTH TECHNOLOGIES (INDIA ) LIMITED,"OLD MUMBAI PUNE HIGHWAY, KHOPOLI,,  DIST. RAIGAD","KHOPOLI,MAHARASHTRA",410203,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI CHENGXIN CO., LTD",NA,NA,NA,CHINA,"16,000",KGS,4,"64,000",USD,308,"4,921,600",0,NA,NA,House Consumption
8021548,3/26/2022,29336910,CYANURIC ACID POWDER 98.5% MIN(FOR INDUSTRIAL USE ONLY),0512054843,SYNERGY INDUSTRIEZ,"B-230, SECTOR- 03, DSIIDC,BAWANA,  DELHI- 110039","NEW DELHI,DELHI",110039,ALBRATOS CFS PVT. LTD. ICD (INAPL6),ICD,SHIJIAZHUANG YUNCANG WATER TECHNOLOGY CORP.LTD.,NA,NA,NA,CHINA,24,MT,1435,"33,723",USD,"110,352","2,593,260","719,241",NA,NA,House Consumption
8024454,3/26/2022,29336910,ISOCYANURIC ACID (ICA),0388084537,SUNSHIELD CHEMICALS LIMITED,"EQUINOX BUSINESS PARK, TOWER-4,  9TH FLOOR, UNIT NO. 903, LBS MARG.",KURLA WEST,400070,NHAVA SHEVA SEA (INNSA1),SEA,SOJITZ CORPORATION,NA,NA,NA,JAPAN,"80,000",KGS,1.4,"112,000",USD,108,"8,612,800","1,550,304",NA,NA,Warehouse Shipment
8042108,3/28/2022,29336990,CYANURIC CHLORIDE 99.3 % MIN.,0392074877,ITA CHEM INTERNATIONAL,371/373 NARSI NATHA STREET  45 FAIZE DROSS 4TH FLOOR,MUMBAI,400009,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4.45,"66,750",USD,342,"5,133,075","1,423,658",NA,NA,House Consumption
8037073,3/28/2022,29336990,CYANURIC CHLORIDE 99.5% MIN. AS PER INVOICE,0817509593,MCFILLS ENTERPRISES PRIVATE LIMITED,"501, 5TH FLOOR, SHIKHAR COMPLEX,,N  R.RLY. CROSSING, NAVRANGPURA,","AHMEDABAD,GUJARAT",380009,AHEMDABAD ICD (INSBI6),ICD,"YNNOVATE SANZHENG (YINGKOU) FINE CHEMICALS CO.,LTD",NA,NA,NA,CHINA,"11,990",KGS,4.225,"50,659",USD,325,"3,895,678","788,291",NA,NA,House Consumption
8037073,3/28/2022,29336990,CYANURIC CHLORIDE 99.5% MIN. AS PER INVOICE,0817509593,MCFILLS ENTERPRISES PRIVATE LIMITED,"501, 5TH FLOOR, SHIKHAR COMPLEX,,N  R.RLY. CROSSING, NAVRANGPURA,","AHMEDABAD,GUJARAT",380009,AHEMDABAD ICD (INSBI6),ICD,"YNNOVATE SANZHENG (YINGKOU) FINE CHEMICALS CO.,LTD",NA,NA,NA,CHINA,"4,010",KGS,4.225004,"16,941",USD,325,"1,302,763","263,614",NA,NA,House Consumption
8049945,3/28/2022,29336910,CYANURIC CHLORIDE,0313041890,ARCHROMA INDIA PRIVATE LIMITED,"9TH FLOOR, BUILDING-D,MBC PARK,GHO  DBUNDER ROAD,KASARVADAVALI,","THANE WEST,MAHARASHTRA",400615,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4.03,"60,450",USD,303,"4,551,885","1,262,465",NA,NA,X-Bond Shipment
8049946,3/28/2022,29336910,CYANURIC CHLORIDE,0313041890,ARCHROMA INDIA PRIVATE LIMITED,"9TH FLOOR, BUILDING-D,MBC PARK,GHO  DBUNDER ROAD,KASARVADAVALI,","THANE WEST,MAHARASHTRA",400615,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4.03,"60,450",USD,303,"4,551,885","1,262,465",NA,NA,X-Bond Shipment
8049947,3/28/2022,29336910,CYANURIC CHLORIDE,0313041890,ARCHROMA INDIA PRIVATE LIMITED,"9TH FLOOR, BUILDING-D,MBC PARK,GHO  DBUNDER ROAD,KASARVADAVALI,","THANE WEST,MAHARASHTRA",400615,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4.03,"60,450",USD,303,"4,551,885","1,262,465",NA,NA,X-Bond Shipment
8049962,3/28/2022,29336910,CYANURIC CHLORIDE,0313041890,ARCHROMA INDIA PRIVATE LIMITED,"9TH FLOOR, BUILDING-D,MBC PARK,GHO  DBUNDER ROAD,KASARVADAVALI,","THANE WEST,MAHARASHTRA",400615,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4.03,"60,450",USD,303,"4,551,885","1,262,465",NA,NA,X-Bond Shipment
